# step 1ms, V16[V], V15[V]
3.032512664794921875e-01,5.646686553955078125e-01
3.080444335937500000e-01,5.697803497314453125e-01
3.061275482177734375e-01,5.704193115234375000e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.707397460937500000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.707397460937500000e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.720176696777343750e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.720176696777343750e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.707397460937500000e-01
3.058071136474609375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.058071136474609375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.720176696777343750e-01
3.048477172851562500e-01,5.723381042480468750e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.707397460937500000e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.720176696777343750e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.045291900634765625e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.704193115234375000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.701007843017578125e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.720176696777343750e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.720176696777343750e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.038902282714843750e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.720176696777343750e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.042087554931640625e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.704193115234375000e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.045291900634765625e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.720176696777343750e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.045291900634765625e-01,5.701007843017578125e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.710601806640625000e-01
3.042087554931640625e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.045291900634765625e-01,5.710601806640625000e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.716991424560546875e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.701007843017578125e-01
3.054866790771484375e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.707397460937500000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.045291900634765625e-01,5.716991424560546875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.054866790771484375e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.054866790771484375e-01,5.710601806640625000e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.713787078857421875e-01
3.051681518554687500e-01,5.710601806640625000e-01
3.048477172851562500e-01,5.716991424560546875e-01
3.054866790771484375e-01,5.710601806640625000e-01
